"id","short_citation","year","author","long_citation","url","created_at","updated_at","approved","bibtex"
762,"W. Bauch 1991","1991","W. Bauch, I. Clausen, W. Kramer,H. J. Kühn","Siebenter Arbeitsbericht des Landesamtes für Vor- und Frühgeschichte von Schleswig-Holstein. In:  (Neumünster1991).","","2012-01-06 13:26:55.721208","2014-05-21 12:39:08.286846",,"

@inbook{GBV-780184831,
 author = {Bauch, W. and Clausen, I. and Kramer, W. and Kühn, H. J.},
 title = {Siebenter Arbeitsbericht des Landesamtes für Vor- und
Frühgeschichte von Schleswig-Holstein},
 year = {1991},
 address = {Neumünster},
}"
185,"Koch Nielsen 1998","1998","E. Koch","Neolithic bog pots from Zealand, Møn, Lolland and Falster. Nordiske Fortidsminder : Serie B 16 (København1998).","","","2014-05-21 12:53:31.995181",,"@book{GBV-246938536,
 author = {Koch, Eva},
 title = {Neolithic bog pots from Zealand, Møn, Lolland and Falster},
 year = {1998},
 series = {Nordiske Fortidsminder : Serie B},
volume = {16},
 address = {København},
}"
731,"Hartz2005","2005","S. Hartz","Aktuelle Forschungen zur Chronologie und Siedlungsweise der Ertebølle- und frühesten Trichterbecherkultur in Schleswig-Holstein. Bodendenkmalpflege in Mecklenburg-Vorpommern 52, 2005, 61-81.","","2011-11-17 09:06:41.099665","2014-05-21 13:24:59.202854",,"@article{GBV-539481416,
 author = {Hartz, Sönke},
 title = {Aktuelle Forschungen zur Chronologie und Siedlungsweise der
Ertebølle- und frühesten Trichterbecherkultur in Schleswig-Holstein},
 journal = {Bodendenkmalpflege in Mecklenburg-Vorpommern},
 year = {2005},
 volume = {52},
 pages = {61-81},
}"
732,"Lübke2005","2005","H. Lübke","Spät- und endmesolithische Küstensiedlungsplätze in der Wismarbucht - Neue Grabungsergebnisse zur Chronologie und Siedlungsweise. Bodendenkmalpflege in Mecklenburg-Vorpommern 52, 2004, 83-110.","","2011-11-17 12:19:27.526372","2014-05-21 13:27:28.082639",,"@article{GBV-390192457,
 author = {Lübke, Harald},
 title = {Spät- und endmesolithische Küstensiedlungsplätze in der
Wismarbucht - Neue Grabungsergebnisse zur Chronologie und Siedlungsweise},
 journal = {Bodendenkmalpflege in Mecklenburg-Vorpommern},
 year = {2004},
 volume = {52},
 pages = {83-110},
}"
724,"Waterbolk1960","1960","H. T. Walterbolk","Preliminary report on the excavations at Anlo in 1957 and 1958. Palaeohistoria 8 (Groningen1961).","","2011-10-26 13:12:06.018186","2014-05-21 14:06:28.263549",,"

@book{GBV-61479613X,
 author = {Waterbolk, H. T.},
 title = {Preliminary report on the excavations at Anlo in 1957 and 1958},
 year = {1961},
 address = {Groningen},
series = {Palaeohistoria},
volume = {8},
 pages = {59-90},
}"
725,"Richter2002","2002","P. B. Richter","Das neolithische Erdwerk von Walmstorf, Ldkr. Uelzen : Studien zur Besiedlungsgeschichte der Trichterbecherkultur im südlichen Ilmenautal. Veröffentlichungen der Urgeschichtlichen Sammlungen des Landesmuseums zu Hannover 49 (Oldenburg2002).","","2011-10-26 13:49:06.588901","2014-05-21 14:09:06.664025",,"

@book{GBV-342764667,
 author = {Richter, Pascale B.},
 title = {Das neolithische Erdwerk von Walmstorf, Ldkr. Uelzen : Studien zur
Besiedlungsgeschichte der Trichterbecherkultur im südlichen Ilmenautal},
 year = {2002},
series = {Veröffentlichungen der Urgeschichtlichen Sammlungen des Landesmuseums zu Hannover},
volume = {49},
 address = {Oldenburg},
}"
74,"Klassen 2000","2000","Klassen, Lutz","Frühes Kupfer im Norden : Untersuchungen zu Chronologie, Herkunft und Bedeutung der Kupferfunde der Nordgruppe der Trichterbecherkultur (Åarhus2000).","","2010-11-04 12:59:43","2014-04-09 14:39:56.871907",,"@book{GBV-324282346,
 author = {Klassen, Lutz},
 title = {Frühes Kupfer im Norden : Untersuchungen zu Chronologie, Herkunft
und Bedeutung der Kupferfunde der Nordgruppe der Trichterbecherkultur},
 year = {2000},
 address = {Åarhus},
}"
77,"Kroitzsch 1973","1973","Kroitzsch, Klaus","Die Gaterslebener Gruppe im Elb-Saale-Raum. Neolithische Studien 2 (Halle1973).","","2010-11-04 12:59:43","2014-04-09 14:44:34.36302",,"@book{GBV-215550072,
 author = {Kroitzsch, Klaus},
 title = {Die Gaterslebener Gruppe im Elb-Saale-Raum},
 year = {1973},
 volume = {2},
 series = {Neolithische Studien},
 address = {Halle},
 pages = {208 S.}
}"
79,"Le Tensore 1986","1986","Le Tensore, Jean-Marie","","","2010-11-04 12:59:43","2014-04-09 15:13:09.998533",,""
302,"Hulthen 1977","1977","B. Hulthen","On ceramic Technology during the Scanian Neolithic and Bronze Age. Theses and papers in North-European archaeology 6 (Stockholm1977).","","","2014-05-21 11:10:19.071769",,"

@book{GBV-065694163,
 author = {Hulthén, Birgitta},
 title = {On ceramic Technology during the Scanian Neolithic and Bronze Age},
 year = {1977},
 series = {Theses and papers in North-European archaeology},
volume = {6},
 address = {Stockholm},
 pages = {226 S},
}"
80,"Lenneis/Stadler 1995","1995","Lenneis, Eva / Stadler, Peter ","Zur Absolutchronologie der Linearbandkeramik aufgrund von 14C-Daten. Archäologie Österreichs 6 (Wien1995).","","2010-11-04 12:59:43","2014-04-09 15:28:17.440658",,"@book{stadler_lenneis_????,
	title = {Zur Absolutchronologie der Linearbandkeramik aufgrund von 14C-Daten},
	author = {Stadler, Peter and Lenneis, Eva},
	series = {Archäologie Österreichs},
volume = {6},
year = {1995},
address = {Wien}
}"
82,"Liversage 1980","1980","Liversage, David","Neolithic Monuments at Lindebjerg, Northwest Zealand. Acta Archaeologica Kobenhavn 51, 85--152.","","2010-11-04 12:59:43","2014-04-09 15:34:57.409661",,"
@article{liversage_neolithic_????,
	title = {Neolithic Monuments at Lindebjerg, Northwest Zealand},
	volume = {51},
	journal = {Acta Archaeologica Kobenhavn},
	author = {Liversage, D.},
	pages = {85--152},
}"
83,"Liversage 1987","1987","Liversage, David","Mortens Sande 2 - A Single Grave Camp Site in Northwest Jutland. Journal of Danish archaeology 6, 1987, 101-124 .","","2010-11-04 12:59:43","2014-04-09 15:35:47.767531",,"

@article{GBV-560233418,
 author = {Liversage, David},
 title = {Mortens Sande 2 - A Single Grave Camp Site in Northwest Jutland},
 journal = {Journal of Danish archaeology},
 year = {1987},
 volume = {6},
 pages = {101-124 },
}"
386,"Segerberg 1999","1999","A. Segerberg","Bälinge mossar : kustbor i Uppland under yngre stenåldern. AUN 26 (Uppsala1999).","","","2014-05-21 12:04:57.147026",,"

@book{GBV-307048608,
 author = {Segerberg, Ann},
 title = {Bälinge mossar : kustbor i Uppland under yngre stenåldern},
 year = {1999},
 address = {Uppsala},
series = {AUN},
volume = {26}
}"
84,"Liversage 1989","1989","Liversage, David","Radiometrisk datering og beaker bosættelse i en nordvestjysk biotop. Report Series 36, 1989, 219-225.","","2010-11-04 12:59:43","2014-04-09 15:38:22.395365",,"

@article{GBV-473777517,
 author = {Liversage, David},
 title = {Radiometrisk datering og beaker bosættelse i en nordvestjysk
biotop},
 pages = {219-225},
 year = {1989},
 volume = {36},
 journal = {Report Series},
}"
87,"Lomborg 1973","1973","Lomborg, Ebbe","Die Flintdolche Dänemarks (Det kgl. nordiske Oldskriftselsekab ; dt). Klicher. Nordiske Fortidsminder : Serie B , 1 (Kopenhagen1973).","","2010-11-04 12:59:43","2014-04-09 15:41:24.641792",,"@book{GBV-78112283X,
 author = {Lomborg, Ebbe and Hendriksens, F.},
 title = {Die Flintdolche Dänemarks (Det kgl. nordiske Oldskriftselsekab ;
dt). Klicher},
 year = {1973},
 series = {Nordiske Fortidsminder : Serie B , 1},
 address = {Kopenhagen},
}"
88,"Lübke 2000","2000","Lübke, Harald","Timmendorf-Nordmole und Jäckelberg-Nord. Erste Untersuchungsergebnisse zu submarinen Siedlungsplätzen der endmesolithischen Ertebølle-Kultur in der Wismar-Bucht, Mecklenburg-Vorpommern. NAU 7, 2000, 17-35.","","2010-11-04 12:59:43","2014-04-09 15:43:35.866051",,"@article{GBV-474065847,
 author = {Lübke, Harald},
 title = {Timmendorf-Nordmole und Jäckelberg-Nord. Erste
Untersuchungsergebnisse zu submarinen Siedlungsplätzen der endmesolithischen
Ertebølle-Kultur in der Wismar-Bucht, Mecklenburg-Vorpommern},
 pages = {17-35},
 year = {2000},
 volume = {7},
 journal = {NAU},
}"
755,"Nord&Sarnäs2005","2005","J. Nord, A. Sarnäs","Öresundsförbindelsen : Lockarp 7D-E. In: , Öresundsförbindelsen / rapport över arkeologiska förundersökningar. Rapport / Malmö Kulturmiljö 18 (Malmö2005).","","2011-12-13 12:15:26.375411","2014-05-21 12:31:19.972308",,"

@inbook{GBV-508628377,
 author = {Nord, Jenny and Sarnäs, Anette},
 title = {Öresundsförbindelsen : Lockarp 7D-E},
 year = {2005},
 booktitle = {Öresundsförbindelsen / rapport över arkeologiska
förundersökningar},
 series = {Rapport / Malmö Kulturmiljö},
 address = {Malmö},
volume = {18}
}"
339,"Blomqvist 1989","1989","L. Blomqvist","Megalitgravarna i Sverige : typ, tid, rum och social miljö (Stockholm1989).","","","2014-05-21 12:45:51.05569",,"

@book{GBV-043695515,
 author = {Blomqvist, Lars},
 title = {Megalitgravarna i Sverige : typ, tid, rum och social miljö},
 year = {1989},
 address = {Stockholm},
}"
357,"Nordqvist 2000","2000","B. Nordqvist","Coastal adaptations in the Mesolitic : a study of coastal sites with organic remains from the Boreal and Atlantic periods in Western Sweden (Göteborg2000).","","","2014-05-21 12:52:13.247897",,"@book{GBV-324235100,
 author = {Nordqvist, Bengt},
 title = {Coastal adaptations in the Mesolitic : a study of coastal sites
with organic remains from the Boreal and Atlantic periods in Western Sweden},
 year = {2000},
 address = {Göteborg},
}"
758,"Kramer 1982","1982","W. Kramer","II. Fundberichte der Jahre 1974-1975. In: . Offa 38 (Neumünster1981) 427-484.","","2011-12-19 09:37:54.692142","2014-05-21 13:06:41.501255",,"

@inbook{GBV-780186486,
 author = {Kramer, Willi},
 title = {II. Fundberichte der Jahre 1974-1975},
 year = {1981},
 address = {Neumünster},
series = {Offa},
volume = {38},
pages = {427-484}
}"
93,"Malmros/Tauber 1975","1975","Malmros, Claus / Tauber, Henrik","Kulstof-14 dateringer af dansk enkeltgravskultur. Aarbøger for nordisk oldkyndighed og historie 1975, 1977, 78-95.","","2010-11-04 12:59:43","2014-04-09 15:51:41.363598",,"

@article{GBV-620320575,
 author = {Malmros, Claus and Tauber, Henrik},
 title = {Kulstof-14 dateringer af dansk enkeltgravskultur},
 journal = {Aarbøger for nordisk oldkyndighed og historie},
 year = {1977},
 volume = {1975},
 pages = {78-95},
}"
26,"Davidsen 1982","1982","Davidsen, Karsten","Bronze Age Houses at Jegstrup, near Skive, Central Jutland. Journal of Danish Archaeology 1 / 1, 1982, 65--75.","","2010-11-04 12:59:43","2014-04-11 11:49:00.269692",,"
@article{davidsen_bronze_1982,
	title = {Bronze Age Houses at Jegstrup, near Skive, Central Jutland},
	volume = {1},
	issn = {0108-{464X}},
	url = {http://www.tandfonline.com/doi/abs/10.1080/0108464X.1982.10589876},
	doi = {10.1080/0108464X.1982.10589876},
	number = {1},
	urldate = {2014-04-11},
	journal = {Journal of Danish Archaeology},
	author = {Davidsen, Karsten},
	year = {1982},
	pages = {65--75}
}"
99,"Meurers-Balke 1983","1983","Meurers-Balke, Jutta","Siggeneben-Süd : ein Fundplatz der frühen Trichterbecherkultur an der holsteinischen Ostseeküste. Offa-Bücher 50 (Neumünster1983).","","2010-11-04 12:59:43","2014-04-11 12:35:19.7723",,"@book{GBV-114672059,
 author = {Meurers-Balke, Jutta},
 editor = {Breunig, Peter},
 title = {Siggeneben-Süd : ein Fundplatz der frühen Trichterbecherkultur an
der holsteinischen Ostseeküste},
 year = {1983},
 series = {Untersuchungen aus dem Schleswig-Holsteinischen Landesmuseum für
Vor- und Frühgeschichte in Schleswig, dem Landesamt für Vor- und
Frühgeschichte von Schleswig-Holstein in Schleswig und dem Institut für Ur-
und Frühgeschichte an der Universität Kiel ; N.F., 50},
 series = {Offa-Bücher},
volume = {50},
 address = {Neumünster},
}"
101,"Meyer 1993","1993","Meyer, Michael","Mardorf 3: eine Siedlung der Urnenfelderzeit, des Endneolithikums und der Rössener Kultur: Ergebnisse der Grabung 1991: mit einem Exkurs: das Endneolithikum im Marburger Raum. In: Berichte der Kommission für Archäologische Landesforschung in Hessen 2 / 2, 1993, 42-86.","","2010-11-04 12:59:43","2014-04-11 12:37:36.578507",,"@article{GBV-473971674,
 author = {Meyer, Michael},
 title = {Mardorf 3: eine Siedlung der Urnenfelderzeit, des Endneolithikums
und der Rössener Kultur: Ergebnisse der Grabung 1991: mit einem Exkurs: das
Endneolithikum im Marburger Raum},
 pages = {49-86},
 year = {1993},
 volume = {2},
 journal = {In: Berichte der Kommission für Archäologische Landesforschung in
Hessen},
number = {2},
pages = {42-86}
}"
102,"Midgley 1992","1992","Midgley, Magdalena","TRB culture : the first farmers of the North European Plain (Edinburgh1992).","","2010-11-04 12:59:43","2014-04-11 12:39:25.386073",,"@book{GBV-119727544,
 author = {Midgley, Magdalena S.},
 title = {TRB culture : the first farmers of the North European Plain},
 publisher = {Univ. Press},
 year = {1992},
 address = {Edinburgh}
}"
103,"Müller 1992","1992","Müller, Detlef W.","Ein weiteres mittelneolithisches Kollektivgrab von Ditfurt, Landkr. Quedlinburg. Ausgrabungen und Funde 37, 1992, 221-232.","","2010-11-04 12:59:43","2014-04-11 12:40:46.08355",,"@article{GBV-473901064,
 author = {Müller, Detlef W.},
 title = {Ein weiteres mittelneolithisches Kollektivgrab von Ditfurt, Landkr.
Quedlinburg},
 journal = {Ausgrabungen und Funde},
 year = {1992},
 volume = {37},
 pages = {221-232},
}"
108,"Nagy 1996","1996","Nagy, Patrick","Das Neolithikum im Kanton St. Gallen. Helvetia Archaeologica, 1996, 52--64.","","2010-11-04 12:59:43","2014-04-11 13:09:15.353013",,"@article{nagy_neolithikum_1996,
	title = {Das Neolithikum im Kanton St. Gallen},
	journal = {Helvetia Archaeologica},
	author = {Nagy, P},
	year = {1996},
	pages = {52--64}
}"
109,"Nielsen 1997","1997","Nielsen, Ebbe H.","Fällanden ZGH-Usserriet. Zum Übergangsbereich Spätmesolithikum-Frühneolithikum in der Schweiz 80, 1997, 57-84.","","2010-11-04 12:59:43","2014-04-11 13:11:06.053831",,"@article{GBV-473705222,
 author = {Nielsen, Ebbe H.},
 title = {Fällanden ZGH-Usserriet. Zum Übergangsbereich
Spätmesolithikum-Frühneolithikum in der Schweiz},
 pages = {57-84},
 year = {1997},
 volume = {80}
}"
112,"Oeschger et al. 1959","1959","Oeschger, Hans / Schwarz, U. / Gfeller, Chr.","Bern radiocarbon dates, I. Radiocarbon 1 / 1, 1959, 133-143.","","2010-11-04 12:59:43","2014-04-11 13:26:44.485984",,"@article{oeschger_bern_1959,
	title = {Bern radiocarbon dates, I},
	volume = {1},
	doi = {10.2458/azu_js_rc.1.131},
	number = {1},
	journal = {Radiocarbon},
	author = {Oeschger, H. and Schwarz, U. and Gfeller, Chr.},
	year = {1959},
	pages = {133-143}
}"
152,"Strahl 1990","1990","Strahl, Erwin","Das Endneolithikum im Elb-Weser-Dreieck. Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover 36 (Hildesheim1990).","","2010-11-04 12:59:43","2014-05-21 13:08:53.007494",,"@book{GBV-125320558,
 author = {Strahl, Erwin},
 title = {Das Endneolithikum im Elb-Weser-Dreieck},
  year = {1990},
 address = {Hildesheim},
series = {Veröffentlichungen der urgeschichtlichen Sammlungen des Landesmuseums zu Hannover},
volume = {36}
}"
759,"Averdieck 1979","1979","F-R. Averdieck","Geobotanische Untersuchungen zur Siedlungsgrabung in Klein-Neudorf,
 Gemeinde Bosau, Kreis Ostholstein. In: . Offa 35 (Neumünster1979) 157-162.","","2011-12-20 14:49:16.077256","2014-05-21 13:11:15.941745",,"@inbook{GBV-780188489,
 author = {Averdieck, Fritz-Rudolf},
 title = {Geobotanische Untersuchungen zur Siedlungsgrabung in Klein-Neudorf,
Gemeinde Bosau, Kreis Ostholstein},
 year = {1979},
 address = {Neumünster},
series = {Offa},
volume = {35},
pages = {157-162}
}"
46,"Gallay 1986","1986","Gallay, Alain","Neolithikum und Frühbronzezeit im Wallis : Anmerkungen und Tafeln. In: , Chronologie.  Archäologische Daten der Schweiz. Antiqua 15 (1986) 50-72.","","2010-11-04 12:59:43","2014-05-21 13:15:12.415716",,"@inbook{GBV-604660103,
 author = {Gallay, Alain},
 title = {Neolithikum und Frühbronzezeit im Wallis : Anmerkungen und
Tafeln},
 pages = {50-72},
 year = {1986},
 booktitle = {Chronologie.  Archäologische Daten der Schweiz},
series = {Antiqua},
volume = {15}
}"
615,"Morán et al. 2002","2002","Morán, M. / González, J.R. / Prada, A.","Una sepultura en cista en la vall de Miarnau (Llardecans, Lérida), Bolskan 19, 2002. 37-52.","","2011-10-13 20:10:06","2014-07-24 12:19:18.397852",,"@article{gonzalez2002sepultura,
  title={Una sepultura en cista en la Vall de Miarnau (Llardecans, Lérida)},
  author={Morán, M. and González, J.R. and Prada, A.},
  journal={Bolskan: Revista de arqueología del Instituto de Estudios Altoaragoneses},
  number={19},
  pages={37--52},
  year={2002},
  publisher={Instituto de Estudios Altoaragoneses}
}
"
